timestamp,symbol,direction,entry,sl,tp,pnl,outcome,close,ema8,ema20,ema50,rsi,atr,adx,volume_ratio,ema8_ema20_diff,close_ema20_diff,h1_trend,spread,bar_range,bar_body
2026-03-31T10:29:28.460014+00:00,GBPJPY.i,BUY,210.97,210.888,211.216,-1333.07,LOSS,210.886,210.927165,210.900213,210.850035,50.12,0.071284,24.73,0.72,0.3781,-0.1994,BOTH,20,1.2205,1.1363
2026-03-31T11:46:58.907420+00:00,GBPJPY.i,BUY,210.961,210.864,211.253,-1307.81,LOSS,210.86,210.847386,210.853077,210.846538,50.5,0.08519,30.83,0.45,-0.0668,0.0813,BOTH,24,1.256,0.4813
2026-03-31T13:00:02.319909+00:00,GBPJPY.i,BUY,211.048,210.941,211.369,-1281.09,LOSS,210.943,211.010537,210.996266,210.936302,46.84,0.082952,5.97,0.02,0.172,-0.6421,BOTH,17,0.0844,0.0603
2026-03-31T14:55:39.435140+00:00,GBPJPY.i,SELL,210.674,210.801,210.292,3912.14,WIN,210.268,210.668898,210.811055,210.879862,24.6,0.128497,54.85,0.24,-1.1063,-4.2262,SELL,23,1.7121,1.6265
2026-03-31T16:40:29.576552+00:00,GBPJPY.i,SELL,209.897,210.05,209.438,-1514.42,LOSS,210.041,209.92471,210.005766,210.314742,47.38,0.128879,10.19,0.18,-0.6289,0.2734,SELL,40,1.0553,0.8147
2026-03-31T20:32:22.505875+00:00,GBPJPY.i,SELL,210.132,210.223,209.858,1537.05,WIN,209.985,210.01559,210.086086,210.174018,33.3,0.06912,54.86,0.36,-1.0199,-1.4625,SELL,28,0.5498,0.2315
2026-04-01T10:07:13.197696+00:00,GBPJPY.i,BUY,210.683,210.563,211.042,3857.16,WIN,211.041,210.871836,210.740444,210.5656,80.06,0.088564,59.56,0.29,1.4836,3.3937,BUY,17,0.9598,0.8017
2026-04-01T14:19:52.727765+00:00,GBPJPY.i,BUY,211.209,211.081,211.592,-1362.11,LOSS,211.081,211.109576,211.025667,210.917845,55.93,0.112412,34.16,1.24,0.7464,0.4922,BUY,20,1.0586,0.8629
2026-04-01T16:06:02.380961+00:00,GBPJPY.i,BUY,211.298,211.18,211.653,75.51,WIN,211.316,211.315287,211.238606,211.099412,59.45,0.086022,26.92,0.14,0.8914,0.8997,BUY,14,0.5231,0.372
2026-04-02T08:14:27.503545+00:00,GBPJPY.i,BUY,210.949,210.839,211.28,-1409.27,LOSS,210.827,210.85071,210.800551,210.800384,52.77,0.093503,22.84,1.0,0.5364,0.2829,BOTH,17,1.2085,1.0053
2026-04-02T10:13:46.391618+00:00,GBPJPY.i,SELL,210.649,210.729,210.409,110.08,WIN,210.621,210.638755,210.687385,210.736273,41.28,0.070543,49.61,0.7,-0.6894,-0.9411,SELL,20,1.1908,0.482
2026-04-02T10:13:49.351641+00:00,GBPJPY.i,SELL,210.649,210.729,210.409,110.34,WIN,210.624,210.639422,210.687671,210.73639,41.63,0.070757,49.61,0.7,-0.6819,-0.8998,SELL,21,1.2296,0.5229
2026-04-02T11:22:59.094750+00:00,GBPJPY.i,SELL,210.554,210.635,210.315,-1323.16,LOSS,210.615,210.564632,210.583304,210.65339,51.93,0.059843,10.13,0.56,-0.312,0.5296,SELL,21,1.0527,1.0193
2026-04-02T13:54:03.570243+00:00,GBPJPY.i,BUY,210.877,210.785,211.152,-1283.6,LOSS,210.78,210.815415,210.809241,210.767836,48.35,0.078811,20.43,1.19,0.0783,-0.371,BOTH,17,1.383,1.0912
2026-04-02T15:20:04.658019+00:00,GBPJPY.i,BUY,210.982,210.833,211.428,-1285.8,LOSS,210.822,210.854548,210.813782,210.779899,51.15,0.113639,29.03,0.02,0.3587,0.0723,BOTH,19,0.132,0.1232
2026-04-02T17:15:36.096925+00:00,GBPJPY.i,BUY,210.994,210.891,211.303,704.52,WIN,211.055,211.038456,210.961328,210.879345,60.74,0.083872,33.26,0.09,0.9196,1.1168,BUY,23,0.5485,0.4411
2026-04-02T18:32:15.533536+00:00,GBPJPY.i,BUY,211.12,211.035,211.375,-1103.17,LOSS,211.043,211.062328,211.040544,210.962691,52.79,0.060262,10.7,0.31,0.3615,0.0408,BUY,20,0.3983,0.1825
2026-04-03T15:16:11.701684+00:00,GBPJPY.i,SELL,210.723,210.803,210.483,63.1,WIN,210.672,210.681139,210.728258,210.854468,36.49,0.051602,44.81,0.6,-0.9131,-1.0902,SELL,27,0.8527,0.4457
